# Wavelength (AA) | L_lambda (1e16 * erg/s/cm2/AA)
5.000000999999999749e+02 0.000000000000000000e+00
5.008346999999999980e+02 0.000000000000000000e+00
5.016707000000000107e+02 0.000000000000000000e+00
5.025081000000000131e+02 0.000000000000000000e+00
5.033467999999999734e+02 0.000000000000000000e+00
5.041870000000000118e+02 0.000000000000000000e+00
5.050285999999999831e+02 0.000000000000000000e+00
5.058716000000000008e+02 0.000000000000000000e+00
5.067160000000000082e+02 0.000000000000000000e+00
5.075618999999999801e+02 0.000000000000000000e+00
5.084091000000000236e+02 0.000000000000000000e+00
5.092576999999999998e+02 0.000000000000000000e+00
5.101077999999999975e+02 0.000000000000000000e+00
5.109592999999999847e+02 0.000000000000000000e+00
5.118122000000000185e+02 0.000000000000000000e+00
5.126665000000000418e+02 0.000000000000000000e+00
5.135221999999999980e+02 0.000000000000000000e+00
5.143794000000000324e+02 0.000000000000000000e+00
5.152380000000000564e+02 0.000000000000000000e+00
5.160981000000000449e+02 0.000000000000000000e+00
5.169595000000000482e+02 0.000000000000000000e+00
5.178224000000000160e+02 0.000000000000000000e+00
5.186867999999999483e+02 0.000000000000000000e+00
5.195525999999999840e+02 0.000000000000000000e+00
5.204198999999999842e+02 0.000000000000000000e+00
5.212884999999999991e+02 0.000000000000000000e+00
5.221586999999999534e+02 0.000000000000000000e+00
5.230303000000000111e+02 0.000000000000000000e+00
5.239032999999999447e+02 0.000000000000000000e+00
5.247777999999999565e+02 0.000000000000000000e+00
5.256538000000000466e+02 0.000000000000000000e+00
5.265312000000000126e+02 0.000000000000000000e+00
5.274101000000000568e+02 0.000000000000000000e+00
5.282904999999999518e+02 0.000000000000000000e+00
5.291722999999999502e+02 0.000000000000000000e+00
5.300556000000000267e+02 0.000000000000000000e+00
5.309403999999999542e+02 0.000000000000000000e+00
5.318265999999999849e+02 0.000000000000000000e+00
5.327143999999999551e+02 0.000000000000000000e+00
5.336036000000000286e+02 0.000000000000000000e+00
5.344942999999999529e+02 0.000000000000000000e+00
5.353864999999999554e+02 0.000000000000000000e+00
5.362802000000000362e+02 0.000000000000000000e+00
5.371752999999999929e+02 0.000000000000000000e+00
5.380720000000000027e+02 0.000000000000000000e+00
5.389701000000000022e+02 0.000000000000000000e+00
5.398698000000000548e+02 0.000000000000000000e+00
5.407708999999999833e+02 0.000000000000000000e+00
5.416735999999999649e+02 3.263458154344847983e+00
5.425778000000000247e+02 3.472720325305219458e+00
5.434833999999999605e+02 3.684140211354902661e+00
5.443905999999999494e+02 3.897528491850293708e+00
5.452993000000000166e+02 4.113075680760207575e+00
5.462095000000000482e+02 4.330699454197637799e+00
5.471213000000000193e+02 4.550333592135904048e+00
5.480344999999999800e+02 4.772004586294902317e+00
5.489492999999999938e+02 4.995865010298873976e+00
5.498656999999999471e+02 5.221801562187802226e+00
5.507834000000000287e+02 5.449721759312687652e+00
5.517028999999999996e+02 5.679721100127785860e+00
5.526237999999999602e+02 5.911792607281198819e+00
5.535461999999999989e+02 6.146000297132347079e+00
5.544701999999999771e+02 6.382165895488518537e+00
5.553957000000000335e+02 6.620367111136403082e+00
5.563228000000000293e+02 6.860674723191320545e+00
5.572513999999999896e+02 7.103027310603273747e+00
5.581816000000000031e+02 7.347353906703835591e+00
